FIPS,wkt_geom
20075,"37.73151,-101.52036 37.73439,-102.04352 38.25381,-102.04560 38.25682,-101.56036 38.25547,-101.53868 37.82307,-101.52272 37.73151,-101.52036"
20077,"36.99852,-97.79890 36.99865,-98.10419 36.99903,-98.34538 37.37967,-98.34885 37.38370,-97.80042 36.99852,-97.79890"
20079,"37.90900,-97.69704 38.16763,-97.69948 38.17043,-97.36538 38.16575,-97.15120 38.08079,-97.14803 37.91063,-97.14754 37.90900,-97.69704"
20081,"37.38718,-100.64624 37.38851,-101.06674 37.38901,-101.08064 37.73127,-101.08569 37.73396,-100.64456 37.47194,-100.64352 37.38718,-100.64624"
20083,"37.90521,-99.56458 37.91071,-100.22484 37.99547,-100.22454 38.25019,-100.22188 38.25135,-99.58008 38.24936,-99.56841 38.07522,-99.56479 37.90521,-99.56458"
20085,"39.21315,-96.02998 39.55822,-96.03011 39.64618,-95.78347 39.64662,-95.54943 39.55811,-95.55076 39.41346,-95.56506 39.21508,-95.58607 39.21315,-96.02998"
20087,"39.03159,-95.27932 39.03307,-95.33618 39.03410,-95.34796 39.05655,-95.58532 39.05853,-95.58872 39.07897,-95.59834 39.09353,-95.59894 39.41334,-95.58176 39.41346,-95.56506 39.41307,-95.16949 39.12896,-95.17467 39.03754,-95.18146 39.03159,-95.27932"
20089,"39.55899,-98.48650 39.56033,-98.50436 39.99712,-98.50414 39.99842,-98.26384 39.99844,-97.92927 39.64815,-97.92749 39.55930,-97.92950 39.55899,-98.48650"
20091,"38.73388,-95.05405 38.97453,-95.05169 38.99117,-95.02232 38.99361,-95.01677 39.04132,-94.87949 39.04483,-94.86848 39.04818,-94.84621 39.04854,-94.83607 39.04064,-94.60911 38.83428,-94.60756 38.73499,-94.61159 38.73388,-95.05405"
20093,"37.73127,-101.08569 37.73151,-101.52036 37.82443,-101.53671 38.25547,-101.53868 38.25669,-101.11613 38.25527,-101.09914 37.73127,-101.08569"
20095,"37.37828,-98.45437 37.46587,-98.45658 37.72573,-98.45638 37.72439,-97.80086 37.46624,-97.79979 37.38370,-97.80042 37.37828,-98.45437"
20097,"37.37823,-99.55454 37.46256,-99.55465 37.73092,-99.55167 37.73100,-99.00803 37.46427,-99.00306 37.38041,-99.00471 37.37823,-99.55454"
20099,"36.99337,-95.07095 36.99342,-95.39545 36.99416,-95.51894 37.00092,-95.51892 37.38113,-95.51796 37.38120,-95.08382 37.37965,-95.07176 37.33556,-95.07151 36.99337,-95.07095"
20101,"38.25127,-100.23944 38.25584,-100.66956 38.69468,-100.68284 38.69370,-100.24242 38.25127,-100.23944"
20103,"38.95886,-95.09993 38.95898,-95.10229 38.96428,-95.17892 39.03754,-95.18146 39.12835,-95.18067 39.41307,-95.16949 39.41363,-94.96432 39.41198,-94.95474 39.38206,-94.89774 39.19722,-94.79562 38.99224,-94.90474 38.99059,-94.90785 38.98935,-94.91034 38.98786,-94.91641 38.97970,-94.95097 38.95886,-95.09993"
20105,"38.85823,-98.48179 39.12733,-98.48959 39.21164,-98.48787 39.21350,-97.92454 38.95861,-97.92522 38.86204,-97.92641 38.85823,-98.48179"
20107,"38.02486,-94.61654 38.03062,-95.07055 38.25327,-95.07160 38.38763,-95.06098 38.39077,-94.61881 38.03036,-94.61650 38.02486,-94.61654"
20109,"38.69465,-101.47819 39.12795,-101.47272 39.12926,-101.38672 39.12875,-100.80785 38.69638,-100.81431 38.69544,-101.12208 38.69465,-101.47819"
20111,"38.16387,-96.35252 38.51473,-96.35257 38.73256,-96.35138 38.73478,-95.94177 38.43068,-95.94366 38.25284,-95.94656 38.16738,-95.95419 38.16387,-96.35252"
20113,"38.16763,-97.69948 38.16930,-97.92083 38.60164,-97.92441 38.59818,-97.36359 38.17043,-97.36538 38.16763,-97.69948"
20115,"38.08079,-97.14803 38.17043,-97.36538 38.59818,-97.36359 38.59672,-96.92397 38.51595,-96.81538 38.34027,-96.81367 38.08516,-96.83518 38.08079,-97.14803"
20117,"39.55973,-96.23437 39.56012,-96.57790 39.56281,-96.80116 39.99447,-96.80112 39.99450,-96.24031 39.55973,-96.23437"
20119,"36.99753,-100.08816 36.99780,-100.62712 37.38718,-100.64624 37.47194,-100.64352 37.46991,-100.20863 37.46878,-100.10600 37.38160,-100.09431 36.99754,-100.08489 36.99753,-100.08816"
20121,"38.38763,-95.06098 38.68468,-95.06017 38.73388,-95.05405 38.73499,-94.61159 38.39077,-94.61881 38.38763,-95.06098"
20123,"39.21164,-98.48787 39.55899,-98.48650 39.55930,-97.92950 39.55772,-97.92181 39.30280,-97.92252 39.21350,-97.92454 39.21164,-98.48787"
20125,"36.99343,-95.77529 36.99470,-95.95816 37.29351,-95.95792 37.38250,-95.95766 37.38289,-95.52594 37.38113,-95.51796 36.99416,-95.51894 36.99343,-95.77529"
20127,"38.51473,-96.35257 38.51595,-96.81538 38.51902,-96.92117 38.59672,-96.92397 38.68977,-96.92463 38.80891,-96.91952 38.86092,-96.89021 38.86359,-96.49184 38.81868,-96.38137 38.73256,-96.35138 38.51473,-96.35257"
20129,"36.98739,-102.02311 36.98758,-102.04042 37.38626,-102.04156 37.38927,-101.55271 36.99395,-101.55301 36.98817,-101.96703 36.98739,-102.02311"
20131,"39.55822,-96.03011 39.55973,-96.23437 39.99450,-96.24031 39.99516,-96.00098 39.99349,-95.78043 39.64618,-95.78347 39.56183,-95.78597 39.55822,-96.03011"
20133,"37.38113,-95.51796 37.38289,-95.52594 37.72932,-95.52360 37.72780,-95.08289 37.67554,-95.08276 37.38120,-95.08382 37.38113,-95.51796"
20135,"38.25019,-100.22188 38.25127,-100.23944 38.69370,-100.24242 38.69454,-100.15042 38.69131,-99.59505 38.68930,-99.58272 38.25135,-99.58008 38.25019,-100.22188"
20137,"39.55914,-100.16350 39.56067,-100.17899 40.00047,-100.18050 40.00298,-99.62747 39.55947,-99.62466 39.55914,-100.16350"
20139,"38.42957,-95.50412 38.43068,-95.94366 38.68985,-95.95228 38.86323,-95.94085 38.86153,-95.49637 38.73021,-95.49477 38.68803,-95.49588 38.42957,-95.50412"
20141,"39.12733,-98.48959 39.12785,-99.02713 39.12903,-99.04133 39.56024,-99.04096 39.56033,-98.50436 39.55899,-98.48650 39.21164,-98.48787 39.12733,-98.48959"
20143,"38.95430,-97.36347 38.95861,-97.92522 39.21350,-97.92454 39.30280,-97.92252 39.30857,-97.36168 39.12571,-97.36082 38.95430,-97.36347"
20145,"37.99537,-99.34375 38.07522,-99.56479 38.25135,-99.58008 38.33795,-99.58075 38.34344,-99.02538 38.25307,-98.90825 38.00108,-98.91302 37.99772,-99.01362 37.99537,-99.34375"
20147,"39.55777,-99.60143 39.55947,-99.62466 40.00298,-99.62747 39.99957,-99.17783 39.99833,-99.06438 39.56156,-99.06181 39.55777,-99.60143"
20149,"39.12201,-96.03270 39.16550,-96.50486 39.17237,-96.54063 39.17345,-96.54472 39.38958,-96.70931 39.39517,-96.71311 39.40207,-96.71564 39.40939,-96.71694 39.42745,-96.71455 39.43917,-96.71258 39.44578,-96.70737 39.51636,-96.63104 39.56012,-96.57790 39.55973,-96.23437 39.55822,-96.03011 39.21315,-96.02998 39.12201,-96.03270"
20151,"37.46427,-99.00306 37.73100,-99.00803 37.81625,-99.00865 37.81680,-98.47128 37.81466,-98.45795 37.72573,-98.45638 37.46587,-98.45658 37.46427,-99.00306"
20153,"39.56532,-101.38484 39.56715,-101.40632 40.00101,-101.40695 40.00182,-101.32171 40.00019,-100.75442 39.99917,-100.73462 39.56622,-100.73742 39.56532,-101.38484"
20155,"37.72439,-97.80086 37.72573,-98.45638 37.81680,-98.47128 38.16682,-98.46857 38.16930,-97.92083 38.16763,-97.69948 37.81858,-97.69236 37.72702,-97.69474 37.72439,-97.80086"
20157,"39.64815,-97.92749 39.99844,-97.92927 39.99972,-97.81627 39.99738,-97.36160 39.64975,-97.36063 39.64815,-97.92749"
20159,"38.15366,-98.20444 38.16682,-98.46857 38.25055,-98.48036 38.51525,-98.47533 38.51589,-97.92330 38.16930,-97.92083 38.15630,-98.13464 38.15366,-98.20444"
20161,"39.03695,-96.49116 39.08549,-96.84035 39.21613,-96.94907 39.56201,-96.95115 39.56281,-96.80116 39.56012,-96.57790 39.16842,-96.38699 39.03878,-96.39137 39.03695,-96.49116"
20163,"39.12844,-99.60256 39.55777,-99.60143 39.56156,-99.06181 39.56024,-99.04096 39.12903,-99.04133 39.12844,-99.60256"
20165,"38.33795,-99.58075 38.68930,-99.58272 38.69316,-99.03359 38.69163,-99.02480 38.34344,-99.02538 38.33795,-99.58075"
20167,"38.68772,-98.48176 38.69163,-99.02480 38.69316,-99.03359 39.12785,-99.02713 39.12733,-98.48959 39.12486,-98.48138 38.68772,-98.48176"
20169,"38.59818,-97.36359 38.60164,-97.92441 38.86204,-97.92641 38.95861,-97.92522 38.95430,-97.36347 38.59818,-97.36359"
20171,"38.25527,-101.09914 38.25669,-101.11613 38.69544,-101.12208 38.69638,-100.81431 38.69468,-100.68284 38.25584,-100.66956 38.25527,-101.09914"
20173,"37.46624,-97.79979 37.72439,-97.80086 37.90900,-97.69704 37.91063,-97.14754 37.47303,-97.14244 37.46624,-97.79979"
20175,"36.99664,-100.95014 36.99741,-101.06671 37.38851,-101.06674 37.38718,-100.64624 37.38484,-100.63468 36.99780,-100.62712 36.99664,-100.95014"
20177,"38.86153,-95.49637 38.86323,-95.94085 39.12201,-96.03270 39.21315,-96.02998 39.21508,-95.58607 39.05452,-95.49585 38.86153,-95.49637"
20179,"39.12528,-100.16140 39.12911,-100.71532 39.56474,-100.71715 39.56067,-100.17899 39.55914,-100.16350 39.12528,-100.16140"
20181,"39.12675,-102.04742 39.56281,-102.04834 39.56715,-101.40632 39.56532,-101.38484 39.12926,-101.38672 39.12795,-101.47272 39.12675,-102.04742"
20183,"39.56024,-99.04096 39.56156,-99.06181 39.99833,-99.06438 39.99845,-98.72028 39.99712,-98.50414 39.56033,-98.50436 39.56024,-99.04096"
20185,"37.81625,-99.00865 37.81686,-99.01620 37.99772,-99.01362 38.25307,-98.90825 38.25055,-98.48036 38.24893,-98.46988 38.16682,-98.46857 37.81680,-98.47128 37.81625,-99.00865"
20187,"37.38626,-102.04156 37.64146,-102.04400 37.73439,-102.04352 37.73151,-101.52036 37.39019,-101.51969 37.38927,-101.55271 37.38626,-102.04156"
20189,"36.99395,-101.55301 36.99665,-101.55301 37.38927,-101.55271 37.39019,-101.51969 37.38901,-101.08064 37.38851,-101.06674 36.99741,-101.06671 36.99395,-101.55301"
20191,"36.99592,-97.13854 36.99644,-97.46508 36.99852,-97.79890 37.38370,-97.80042 37.46624,-97.79979 37.47303,-97.14244 36.99977,-97.13857 36.99592,-97.13854"
20193,"39.12875,-100.80785 39.12926,-101.38672 39.56532,-101.38484 39.56622,-100.73742 39.56474,-100.71715 39.12911,-100.71532 39.12875,-100.80785"
20195,"38.69131,-99.59505 38.69454,-100.15042 39.12469,-100.14896 39.12913,-99.58831 38.69131,-99.59505"
20197,"38.73256,-96.35138 38.73506,-96.37897 38.82095,-96.49240 39.03695,-96.49116 39.16842,-96.38699 39.20390,-96.23643 39.20460,-96.23163 39.19746,-96.10728 39.19688,-96.10435 39.18284,-96.07388 39.09704,-95.95084 39.09270,-95.94524 39.08895,-95.94256 38.86323,-95.94085 38.73478,-95.94177 38.73256,-96.35138"
20199,"38.69254,-102.04711 39.03700,-102.04852 39.12675,-102.04742 39.12795,-101.47272 38.69465,-101.47819 38.69328,-101.56308 38.69254,-102.04711"
20201,"39.56201,-96.95115 39.56440,-97.35955 39.64975,-97.36063 39.99738,-97.36160 39.99615,-96.90798 39.99447,-96.80112 39.56281,-96.80116 39.56201,-96.95115"
20203,"38.25547,-101.53868 38.25682,-101.56036 38.69328,-101.56308 38.69465,-101.47819 38.69544,-101.12208 38.25669,-101.11613 38.25547,-101.53868"
20205,"37.38250,-95.95766 37.60005,-95.95885 37.72933,-95.95615 37.72932,-95.52360 37.38289,-95.52594 37.38250,-95.95766"
20207,"37.72932,-95.52360 37.72933,-95.95615 38.03531,-95.95536 38.03532,-95.51223 37.81549,-95.51196 37.72932,-95.52360"
20209,"38.99224,-94.90474 39.12192,-94.90840 39.19749,-94.90272 39.19722,-94.79562 39.17746,-94.67487 39.17575,-94.66850 39.15685,-94.60603 39.15148,-94.59940 39.14631,-94.59632 39.14040,-94.59629 39.13223,-94.59647 39.12183,-94.59747 39.04064,-94.60911 38.99224,-94.90474"
21001,"36.92882,-85.24214 36.93995,-85.45992 37.00552,-85.50771 37.08065,-85.52910 37.10947,-85.53623 37.24112,-85.32208 37.31236,-85.17965 37.25666,-85.07001 37.18707,-85.05334 36.92882,-85.24214"
21003,"36.63310,-85.98150 36.65070,-86.41100 36.68018,-86.41898 36.72197,-86.42128 36.78526,-86.41235 36.89465,-86.27600 36.89726,-86.27186 36.93316,-86.20695 36.93150,-86.17937 36.93089,-86.17364 36.92472,-86.14742 36.88998,-86.08968 36.74139,-85.98726 36.73449,-85.98413 36.68990,-85.96440 36.68669,-85.96340 36.66204,-85.95825 36.65932,-85.95837 36.65709,-85.95963 36.63310,-85.98150"
21005,"37.87164,-85.12300 37.87265,-85.12585 37.88552,-85.15603 37.97843,-85.17861 37.98071,-85.17906 37.98619,-85.17991 37.99298,-85.17951 37.99566,-85.17818 38.03829,-85.13942 38.12386,-85.04591 38.12461,-85.04177 38.12559,-85.03117 38.12535,-85.02474 38.11733,-84.87373 38.09515,-84.84743 38.09278,-84.84466 38.09045,-84.84305 37.96763,-84.82333 37.96636,-84.82575 37.94264,-84.88218 37.88530,-85.02412 37.87164,-85.12300"
21007,"36.92552,-89.03777 36.92599,-89.04121 36.94519,-89.08601 36.95387,-89.10497 36.99844,-89.15025 37.00981,-89.16172 37.02571,-89.17433 37.03206,-89.17603 37.03977,-89.17599 37.05065,-89.17538 37.05382,-89.17478 37.05926,-89.17361 37.07103,-89.16605 37.16960,-89.08188 37.18135,-89.07084 37.18586,-89.06503 37.19037,-89.05750 37.20208,-89.03721 37.20568,-89.03082 37.20883,-89.02387 37.21646,-89.00533 37.21735,-89.00243 37.22004,-88.99317 37.22136,-88.98450 37.22266,-88.97177 37.22301,-88.94749 37.22254,-88.94461 37.22070,-88.93884 37.21841,-88.93250 36.96349,-88.82213 36.95903,-88.83541 36.94221,-88.91502 36.92670,-88.99171 36.92552,-89.03777"
21009,"36.72761,-85.98158 36.77353,-86.04726 36.77586,-86.04945 36.91418,-86.17669 36.91645,-86.17658 36.93089,-86.17364 37.06274,-86.11872 37.16548,-86.06205 37.16714,-85.75106 36.84623,-85.74756 36.72761,-85.98158"
21011,"38.00480,-83.75639 38.15512,-83.98443 38.15786,-83.98481 38.17913,-83.98322 38.19308,-83.98041 38.29943,-83.85316 38.30004,-83.84665 38.30065,-83.84014 38.29591,-83.77706 38.29076,-83.74458 38.28971,-83.74171 38.25783,-83.69138 38.18817,-83.60184 38.07804,-83.46657 38.07529,-83.46621 38.06886,-83.47377 38.05513,-83.49012 38.01939,-83.58611 38.01865,-83.58968 38.01834,-83.59262 38.01686,-83.60913 38.00480,-83.75639"
21013,"36.58438,-83.70191 36.59206,-83.93391 36.59441,-83.93546 36.64103,-83.96130 36.64334,-83.96228 36.64563,-83.96268 36.65005,-83.96006 36.79859,-83.80458 36.80074,-83.80212 36.95788,-83.59396 36.95706,-83.58653 36.95639,-83.58197 36.94325,-83.51839 36.94155,-83.51160 36.92308,-83.49636 36.68974,-83.46387 36.68383,-83.46377 36.67930,-83.46413 36.67254,-83.46525 36.58438,-83.70191"
21015,"38.78067,-84.67780 38.90661,-84.87430 38.91215,-84.87691 38.91720,-84.87836 39.05561,-84.89091 39.06055,-84.88941 39.06499,-84.88676 39.06934,-84.88174 39.07236,-84.87739 39.10021,-84.83347 39.10363,-84.82791 39.10619,-84.82359 39.14213,-84.75416 39.14243,-84.74998 39.14231,-84.74702 39.14148,-84.73698 39.14046,-84.73407 39.13915,-84.73135 39.13825,-84.72946 39.07487,-84.62270 38.89671,-84.60500 38.79956,-84.61566 38.78085,-84.67070 38.78067,-84.67780"
21017,"38.06745,-84.29428 38.10637,-84.37762 38.10976,-84.38266 38.21911,-84.42549 38.26983,-84.44488 38.27441,-84.44574 38.27710,-84.44497 38.27879,-84.44192 38.28046,-84.43828 38.36724,-84.20362 38.35107,-84.17599 38.21823,-83.98438 38.21317,-83.98300 38.19989,-83.98048 38.19308,-83.98041 38.18748,-83.98727 38.15093,-84.03281 38.14664,-84.03841 38.11425,-84.08592 38.11374,-84.08821 38.06745,-84.29428"
21019,"38.24368,-82.78229 38.24386,-82.79401 38.38015,-82.81861 38.40031,-82.80500 38.43979,-82.77076 38.50614,-82.67210 38.48338,-82.63061 38.48138,-82.62726 38.47744,-82.62173 38.47356,-82.61738 38.46587,-82.61162 38.45510,-82.60439 38.45184,-82.60293 38.42749,-82.59452 38.31446,-82.57476 38.27592,-82.57774 38.27095,-82.57821 38.26375,-82.57948 38.25927,-82.58049 38.25459,-82.58621 38.25082,-82.59186 38.24391,-82.75348 38.24368,-82.78229"
21021,"37.53409,-84.90297 37.53543,-84.99934 37.54875,-85.05315 37.63004,-85.04245 37.68102,-85.03414 37.71732,-84.80479 37.71369,-84.74561 37.69702,-84.71465 37.68112,-84.69122 37.64983,-84.66881 37.64754,-84.66838 37.62493,-84.67043 37.62006,-84.67366 37.58220,-84.76102 37.53409,-84.90297"
21023,"38.54489,-84.21786 38.54597,-84.22191 38.55027,-84.22691 38.80053,-84.24073 38.80882,-84.23303 38.81279,-84.22889 38.81491,-84.22668 38.78279,-83.96945 38.78082,-83.95600 38.77899,-83.94550 38.77840,-83.94258 38.77737,-83.93970 38.76656,-83.91157 38.75925,-83.91522 38.59117,-83.99928 38.58451,-84.01276 38.58245,-84.01763 38.58125,-84.02126 38.54655,-84.15115 38.54489,-84.21786"
21025,"37.33355,-83.54788 37.33417,-83.55132 37.48517,-83.58337 37.50621,-83.58634 37.64077,-83.53308 37.69121,-83.42353 37.69854,-83.40661 37.69973,-83.40302 37.70000,-83.39950 37.69986,-83.39659 37.67829,-83.26668 37.63397,-83.08695 37.58828,-83.01348 37.51307,-82.96656 37.50678,-82.96407 37.41397,-83.12802 37.41192,-83.13226 37.34410,-83.40377 37.33355,-83.54788"
21027,"37.56555,-86.60120 37.56607,-86.60408 37.57037,-86.61320 37.57317,-86.61658 37.57596,-86.61938 37.57828,-86.62161 37.62017,-86.64789 37.62291,-86.64895 37.78826,-86.68044 37.79873,-86.68237 37.82627,-86.67724 37.83755,-86.67448 38.04699,-86.51911 38.04873,-86.51612 38.05040,-86.51020 38.05122,-86.50666 38.05159,-86.50314 37.88298,-86.25795 37.80325,-86.16003 37.59924,-86.28140 37.56882,-86.36696 37.56799,-86.36990 37.56555,-86.60120"
21029,"37.81559,-85.72749 37.81571,-85.74615 37.84691,-85.80230 37.85926,-85.82094 37.86401,-85.82770 37.86684,-85.83164 37.94261,-85.90846 37.94492,-85.91010 37.99624,-85.94325 38.03661,-85.89687 38.04130,-85.88670 38.08271,-85.72551 38.11873,-85.44733 38.10424,-85.44813 37.98972,-85.49709 37.89466,-85.57345 37.89203,-85.57651 37.83902,-85.64989 37.82059,-85.68409 37.81655,-85.71462 37.81621,-85.71813 37.81559,-85.72749"
21031,"37.00917,-86.68274 37.07516,-86.93760 37.13958,-86.93827 37.20751,-86.91224 37.20975,-86.91100 37.33145,-86.81413 37.33317,-86.81002 37.39875,-86.62392 37.36346,-86.49669 37.18655,-86.40556 37.17784,-86.40188 37.16554,-86.40008 37.15145,-86.41684 37.00917,-86.68274"
21033,"36.95612,-87.86387 36.96696,-87.89417 37.18306,-88.09806 37.22966,-88.08909 37.37393,-87.81298 37.37027,-87.81017 37.15077,-87.68174 37.03062,-87.71349 37.00602,-87.73656 36.98326,-87.76187 36.95612,-87.86387"
21035,"36.49585,-88.14005 36.49621,-88.30203 36.49747,-88.48747 36.49797,-88.49379 36.75938,-88.48911 36.76118,-88.12145 36.68491,-88.07580 36.67853,-88.07305 36.64431,-88.06123 36.63628,-88.05859 36.58480,-88.04732 36.57979,-88.04627 36.55437,-88.04447 36.51310,-88.04412 36.50857,-88.04478 36.49643,-88.04808 36.49625,-88.05819 36.49585,-88.14005"
21037,"38.80642,-84.41416 38.82228,-84.45801 38.82464,-84.46021 39.09145,-84.51470 39.09473,-84.51349 39.10899,-84.48796 39.11066,-84.47282 39.11234,-84.44736 39.03378,-84.33537 39.02658,-84.32578 39.02358,-84.32253 39.01397,-84.31335 38.92396,-84.26142 38.92117,-84.25985 38.87569,-84.23519 38.86879,-84.23615 38.80893,-84.39802 38.80642,-84.41416"
21039,"36.77874,-89.07372 36.79436,-89.13626 36.79803,-89.14831 36.79894,-89.15118 36.80169,-89.15864 36.80442,-89.16437 36.80897,-89.16837 36.81941,-89.17408 36.82440,-89.17406 36.82939,-89.17346 36.83482,-89.17171 36.84116,-89.16823 36.95387,-89.10497 36.96351,-88.82558 36.96349,-88.82213 36.94896,-88.81708 36.80387,-88.81898 36.77986,-88.82264 36.77874,-89.07372"
21041,"38.59084,-85.21490 38.59520,-85.22290 38.73695,-85.33505 38.73868,-85.33259 38.74033,-85.32777 38.74114,-85.32478 38.74296,-85.31168 38.74431,-85.29802 38.74496,-85.29031 38.76423,-85.02512 38.66679,-84.94141 38.65526,-84.94862 38.65013,-84.95720 38.59923,-85.08002 38.59304,-85.17411 38.59084,-85.21490"
21043,"38.17861,-82.94845 38.17917,-82.97598 38.17951,-82.98241 38.19916,-83.26414 38.20070,-83.26753 38.20368,-83.27257 38.20913,-83.28149 38.22376,-83.30138 38.22614,-83.30354 38.29247,-83.33084 38.33152,-83.33990 38.49712,-83.19278 38.50146,-83.18887 38.50568,-83.18261 38.50882,-83.17291 38.50997,-83.16869 38.37090,-82.78239 38.24386,-82.79401 38.21472,-82.81782 38.21012,-82.82528 38.20498,-82.83925 38.20343,-82.84409 38.18121,-82.92063 38.17921,-82.93431 38.17895,-82.93786 38.17861,-82.94845"
21045,"37.11000,-84.97012 37.18707,-85.05334 37.31236,-85.17965 37.54875,-85.05315 37.55107,-84.86007 37.36669,-84.73997 37.29728,-84.71777 37.24746,-84.73196 37.12032,-84.91865 37.11000,-84.97012"
21047,"36.64659,-87.64803 36.64666,-87.69337 37.00602,-87.73656 37.15077,-87.68174 37.15672,-87.35297 37.15666,-87.34951 37.15561,-87.34145 37.15510,-87.33858 37.11488,-87.29588 37.08174,-87.26916 37.07945,-87.26807 36.65045,-87.34737 36.64659,-87.64803"
21049,"37.82524,-84.07968 37.89149,-84.34115 37.90139,-84.34980 37.90421,-84.35194 37.91009,-84.35153 37.99926,-84.33478 38.00150,-84.33403 38.06745,-84.29428 38.11374,-84.08821 37.93747,-83.98025 37.84405,-84.01292 37.84016,-84.01730 37.83690,-84.02571 37.82636,-84.07435 37.82524,-84.07968"
21051,"36.94155,-83.51160 36.94521,-83.53958 36.96600,-83.64872 37.03336,-83.83229 37.04672,-83.86536 37.05016,-83.87087 37.06273,-83.88725 37.06512,-83.88996 37.11821,-83.93800 37.17131,-83.97684 37.17362,-83.97783 37.17591,-83.97824 37.17860,-83.97746 37.25462,-83.95155 37.25682,-83.95023 37.26031,-83.94707 37.30642,-83.88335 37.30852,-83.87972 37.32695,-83.83659 37.34636,-83.78581 37.35893,-83.66825 37.35876,-83.66479 37.35668,-83.65915 37.35182,-83.65257 37.26096,-83.53110 37.24361,-83.51105 37.21539,-83.50985 36.94155,-83.51160"
21053,"36.62121,-85.01510 36.62144,-85.03345 36.62398,-85.18998 36.62603,-85.30053 36.88106,-85.23911 36.88330,-85.23840 36.88551,-85.23654 36.88675,-85.23302 36.88664,-85.23015 36.86066,-85.07618 36.83140,-85.04568 36.81656,-85.03735 36.78748,-85.02413 36.78241,-85.02213 36.77965,-85.02114 36.76863,-85.01778 36.76541,-85.01682 36.75994,-85.01600 36.66683,-85.00261 36.62228,-84.99886 36.62121,-85.01510"
21055,"37.13098,-88.18448 37.13196,-88.19081 37.13428,-88.19654 37.13797,-88.20225 37.40704,-88.35863 37.40931,-88.35918 37.41201,-88.35681 37.43488,-88.33038 37.43756,-88.32686 37.43933,-88.32278 37.54039,-88.02746 37.53022,-88.01141 37.41029,-87.85214 37.37846,-87.81287 37.37393,-87.81298 37.16287,-88.11692 37.13580,-88.16880 37.13314,-88.17462 37.13182,-88.17811 37.13098,-88.18448"
21057,"36.61833,-85.43132 36.62333,-85.43793 36.66837,-85.48143 36.79345,-85.60011 36.83036,-85.60509 36.86893,-85.60480 36.87163,-85.60409 36.93995,-85.45992 36.92894,-85.24445 36.85290,-85.22574 36.76298,-85.24984 36.72883,-85.25982 36.62603,-85.30053 36.61833,-85.43132"
21059,"37.56403,-87.04733 37.56740,-87.10297 37.57407,-87.14283 37.68512,-87.41444 37.72210,-87.40292 37.72795,-87.39985 37.89415,-87.31171 37.93056,-86.98904 37.89745,-86.92307 37.88123,-86.90614 37.83580,-86.85992 37.79343,-86.82998 37.78071,-86.82869 37.77299,-86.82838 37.67274,-86.82677 37.65441,-86.85941 37.64789,-86.87244 37.56403,-87.04733"
21061,"37.05631,-86.08381 37.08447,-86.28339 37.16554,-86.40008 37.19379,-86.42260 37.31894,-86.47533 37.33442,-86.16602 37.21524,-86.05686 37.21114,-86.05648 37.16548,-86.06205 37.05631,-86.08381"
21063,"38.00105,-83.13927 38.02656,-83.20206 38.06662,-83.26601 38.06903,-83.26873 38.07138,-83.27029 38.07687,-83.27100 38.19600,-83.26441 38.19916,-83.26414 38.25090,-83.20102 38.25470,-83.19540 38.25973,-83.18734 38.26474,-83.17868 38.27013,-83.16882 38.27206,-83.16219 38.27185,-83.15810 38.27080,-83.15525 38.18121,-82.92063 38.16885,-82.91059 38.13671,-82.89587 38.12839,-82.89310 38.12115,-82.89376 38.11630,-82.89654 38.06681,-82.94786 38.06037,-82.95487 38.01625,-83.02203 38.00237,-83.04316 38.00105,-83.13927"
21065,"37.54336,-83.91076 37.56604,-84.10097 37.56888,-84.10367 37.58513,-84.11179 37.60691,-84.12184 37.64434,-84.13659 37.81369,-84.12663 37.81593,-84.12588 37.82126,-84.12315 37.82390,-84.12122 37.83576,-84.11218 37.83744,-84.10914 37.84835,-83.98750 37.84716,-83.98116 37.76196,-83.78751 37.72795,-83.73067 37.72606,-83.72907 37.72017,-83.72953 37.54336,-83.91076"
21067,"37.84610,-84.39510 37.84909,-84.44508 38.00581,-84.67296 38.11605,-84.63761 38.13126,-84.63192 38.20779,-84.41629 38.20864,-84.41390 38.20594,-84.38183 38.20447,-84.37900 38.06745,-84.29428 38.06380,-84.29395 38.05835,-84.29375 38.01940,-84.29592 37.89149,-84.34115 37.85526,-84.37521 37.84900,-84.38848 37.84734,-84.39210 37.84610,-84.39510"
21069,"38.17992,-83.64767 38.18006,-83.65060 38.20303,-83.70392 38.29943,-83.85316 38.35081,-83.90446 38.43823,-83.98017 38.44339,-83.98390 38.44943,-83.98698 38.45172,-83.98740 38.45667,-83.98643 38.49003,-83.94093 38.49336,-83.93420 38.53227,-83.64718 38.50105,-83.60196 38.49910,-83.59917 38.39340,-83.45177 38.35988,-83.46278 38.27679,-83.51895 38.26628,-83.52686 38.26281,-83.53008 38.24935,-83.54292 38.22029,-83.57110 38.17992,-83.64767"
