FIPS,wkt_geom
48043,"28.97869,-103.16068 28.98658,-103.28080 29.07234,-103.47453 29.19083,-103.72078 29.22822,-103.78098 29.23000,-103.78262 29.23498,-103.78442 29.26726,-103.78699 29.38859,-103.78756 30.17991,-103.79124 30.40512,-103.79228 30.66780,-103.44289 29.88511,-102.32658 29.88012,-102.32433 29.87206,-102.32504 29.86746,-102.32597 29.76814,-102.38522 29.22924,-102.86661 28.99668,-103.12644 28.97889,-103.15391 28.97869,-103.16068"
48045,"34.30954,-101.46847 34.74976,-101.47013 34.74849,-101.08801 34.74702,-100.94366 34.31586,-100.94677 34.31227,-101.04797 34.30954,-101.46847"
48047,"26.78647,-97.99062 26.78709,-98.34128 26.78765,-98.43768 27.27176,-98.54319 27.27302,-98.53449 27.26254,-97.98459 27.21458,-97.98470 26.78647,-97.99062"
48049,"31.45177,-99.09544 31.46217,-99.18097 31.47222,-99.20469 31.84603,-99.20294 32.08385,-99.19376 32.08205,-98.92393 32.03951,-98.89458 31.70445,-98.67117 31.61128,-98.78345 31.47160,-99.01150 31.45177,-99.09544"
48051,"30.30180,-96.64868 30.33091,-96.74915 30.46573,-96.90132 30.56641,-96.96813 30.73628,-96.62713 30.73680,-96.62311 30.73219,-96.60680 30.73015,-96.59997 30.72769,-96.59422 30.54970,-96.36375 30.54403,-96.35816 30.53885,-96.35361 30.45141,-96.28432 30.44814,-96.28234 30.42131,-96.27402 30.41720,-96.27420 30.38895,-96.29749 30.37665,-96.33434 30.34801,-96.42354 30.31030,-96.60571 30.30353,-96.63881 30.30180,-96.64868"
48053,"30.43895,-98.12624 30.49785,-98.34817 30.57547,-98.40181 30.58375,-98.40536 30.66419,-98.43515 30.87891,-98.45927 31.01186,-98.45782 31.01733,-98.45718 31.03166,-98.43662 31.04269,-97.91265 30.91687,-97.83271 30.43895,-98.12624"
48055,"29.63935,-97.61288 29.63995,-97.61916 29.69440,-97.74419 29.71889,-97.77663 29.85413,-97.92088 29.85877,-97.92391 29.88627,-97.90111 30.02226,-97.72756 30.07395,-97.65965 29.78321,-97.32501 29.75434,-97.38167 29.64104,-97.60601 29.63935,-97.61288"
48057,"28.06557,-96.83080 28.06661,-96.83489 28.57799,-96.92818 28.58119,-96.92754 28.58472,-96.92275 28.62202,-96.86173 28.70220,-96.65624 28.72002,-96.40545 28.71949,-96.40340 28.67041,-96.32452 28.63735,-96.32545 28.63409,-96.32616 28.34076,-96.39807 28.33166,-96.40105 28.31932,-96.41708 28.06557,-96.83080"
48059,"32.08331,-99.12130 32.08430,-99.62797 32.51618,-99.62674 32.51863,-99.62673 32.51784,-99.11382 32.08331,-99.12130"
48061,"25.84485,-97.40651 25.84556,-97.43461 25.85775,-97.45936 26.06014,-97.86743 26.34835,-97.86896 26.40956,-97.39574 26.41948,-97.26808 26.41929,-97.25139 26.41909,-97.23254 26.41128,-97.22991 26.37402,-97.21999 26.32330,-97.20797 26.27402,-97.19845 26.25588,-97.19500 26.08917,-97.17266 26.06793,-97.17007 25.97567,-97.16500 25.96970,-97.16671 25.96098,-97.16950 25.95457,-97.17223 25.84572,-97.38589 25.84542,-97.39243 25.84485,-97.40651"
48063,"32.91153,-94.73044 32.91426,-95.14911 33.01612,-95.14669 33.02496,-95.14012 33.03063,-95.13429 33.03674,-95.12789 33.03933,-95.12444 33.07864,-95.04251 33.08030,-95.03857 33.08087,-95.03086 33.08099,-95.02318 33.07991,-94.96732 33.07893,-94.95531 33.07828,-94.95097 33.07675,-94.94723 33.07471,-94.94243 33.07272,-94.93871 33.06585,-94.92764 33.06341,-94.92397 32.98281,-94.80427 32.97945,-94.80066 32.91624,-94.73476 32.91153,-94.73044"
48065,"35.18170,-101.08741 35.18231,-101.62582 35.62540,-101.62226 35.62473,-101.08581 35.18170,-101.08741"
48067,"32.88440,-94.65112 33.28250,-94.66078 33.30945,-94.16662 33.30962,-94.16110 33.30943,-94.15726 33.30378,-94.09167 33.29802,-94.06844 33.27843,-94.04242 32.88635,-94.04459 32.88440,-94.65112"
48069,"34.30828,-102.08594 34.30874,-102.52159 34.75327,-102.51765 34.75246,-101.99387 34.31038,-101.99253 34.30828,-102.08594"
48071,"29.51610,-94.89566 29.51688,-94.89724 29.52212,-94.90112 29.63667,-94.96659 29.64043,-94.96847 29.64792,-94.97169 29.66558,-94.97640 29.68546,-94.97993 29.88673,-94.98277 29.89776,-94.36807 29.55828,-94.36110 29.55106,-94.37946 29.51610,-94.89566"
48073,"31.43890,-94.99932 31.44785,-95.04251 31.47886,-95.10294 31.58615,-95.26002 31.59046,-95.26460 31.75863,-95.38682 31.76097,-95.38830 31.84485,-95.44070 31.85268,-95.44241 32.12425,-95.46432 32.13958,-95.46321 32.14277,-94.98894 31.53146,-94.87366 31.43890,-94.99932"
48075,"34.31244,-99.99777 34.31532,-100.42053 34.74598,-100.41840 34.74719,-99.99888 34.56232,-99.99609 34.31244,-99.99777"
48077,"33.46953,-97.97928 33.47046,-98.41570 34.06583,-98.42134 34.06944,-98.41905 34.07259,-98.41676 34.11578,-98.38425 34.12205,-98.37747 34.13233,-98.36504 34.13769,-98.35827 34.14212,-98.35040 34.14297,-98.34650 34.14376,-98.33760 34.14899,-98.11487 34.14802,-98.11101 34.14613,-98.10661 34.14379,-98.10278 34.14100,-98.09897 34.13777,-98.09571 33.98916,-97.96526 33.97116,-97.95023 33.96702,-97.94756 33.96291,-97.94656 33.46953,-97.97928"
48079,"33.37996,-103.04826 33.82847,-103.03699 33.82849,-103.03275 33.83036,-102.60569 33.38308,-102.58756 33.37996,-103.04826"
48081,"31.69749,-100.23194 31.70244,-100.82557 32.08516,-100.81491 32.08794,-100.66947 32.08421,-100.23468 31.69749,-100.23194"
48083,"31.41408,-99.31519 31.42833,-99.50763 31.43018,-99.51352 31.47186,-99.62899 31.47462,-99.63649 31.49983,-99.67288 31.50349,-99.67663 31.56613,-99.72097 31.57253,-99.72256 31.57739,-99.72273 32.08454,-99.71016 32.08385,-99.19376 31.47222,-99.20469 31.41587,-99.31036 31.41408,-99.31519"
48085,"32.98565,-96.29001 32.98918,-96.51752 32.99488,-96.83853 33.39716,-96.83061 33.40601,-96.37582 33.35307,-96.28642 32.98565,-96.29001"
48087,"34.74598,-100.41840 34.74683,-100.54482 35.18187,-100.53610 35.18218,-99.99718 35.03100,-99.99607 34.74719,-99.99888 34.74598,-100.41840"
48089,"29.23725,-96.65283 29.25441,-96.67357 29.63662,-96.87982 29.66608,-96.86007 29.91160,-96.62632 29.96205,-96.57603 29.83014,-96.35148 29.82680,-96.34741 29.63313,-96.18108 29.41224,-96.35278 29.23725,-96.65283"
48091,"29.59471,-98.32734 29.59921,-98.33699 29.74811,-98.65007 29.75134,-98.65211 29.94790,-98.41870 30.03910,-98.30251 29.84417,-98.03764 29.75748,-98.00658 29.69156,-98.08643 29.62976,-98.23981 29.59471,-98.32734"
48093,"31.69127,-98.46097 31.70445,-98.67117 31.94588,-98.83486 32.08205,-98.92393 32.17029,-98.75743 32.26024,-98.55191 31.98349,-98.25205 31.91783,-98.20404 31.84456,-98.15823 31.69127,-98.46097"
48095,"31.08763,-99.60049 31.08829,-100.11376 31.58543,-100.11339 31.57739,-99.72273 31.57520,-99.69945 31.57245,-99.69355 31.55368,-99.67106 31.49168,-99.60011 31.08763,-99.60049"
48097,"33.42511,-96.93788 33.43459,-97.47787 33.90771,-97.47753 33.94636,-96.98335 33.94785,-96.93620 33.42511,-96.93788"
48099,"31.07368,-97.90811 31.46478,-98.17923 31.55651,-98.00822 31.67898,-97.75948 31.71017,-97.69216 31.59266,-97.60221 31.32975,-97.42084 31.07368,-97.90811"
48101,"33.83800,-100.29301 33.84035,-100.52634 34.31401,-100.51898 34.31532,-100.42053 34.31244,-99.99777 34.22928,-99.99944 33.84108,-100.05971 33.83800,-100.29301"
48103,"31.08599,-102.38763 31.27980,-102.74564 31.29734,-102.76884 31.65217,-102.76650 31.65580,-102.30336 31.08687,-102.30271 31.08599,-102.38763"
48105,"30.28589,-101.75019 31.08599,-102.38763 31.08687,-102.30271 31.08791,-101.77279 31.08649,-101.27652 31.08510,-100.96137 30.69947,-100.95736 30.28746,-100.95362 30.28589,-101.75019"
48107,"33.39023,-101.56234 33.83509,-101.56239 33.83637,-101.04601 33.39201,-101.04504 33.39023,-101.56234"
48109,"30.68164,-104.91489 30.81580,-104.91707 32.00052,-104.92178 32.00338,-104.87922 32.00728,-104.01881 32.00343,-104.01917 31.11477,-104.10271 31.10934,-104.10342 30.86861,-104.56016 30.68164,-104.91489"
48111,"36.05463,-102.16757 36.05946,-103.02358 36.49203,-103.02682 36.49302,-103.00294 36.49300,-102.99693 36.49021,-102.16522 36.05463,-102.16757"
48113,"32.55124,-96.53557 32.55298,-97.02589 32.99545,-97.02950 32.99488,-96.83853 32.98918,-96.51752 32.82267,-96.51604 32.55326,-96.51810 32.55124,-96.53557"
48115,"32.51737,-101.69251 32.51785,-102.19776 32.95425,-102.19511 32.95612,-102.07104 32.95517,-101.68607 32.51737,-101.69251"
48117,"34.74888,-102.16946 34.75212,-103.02633 35.17721,-103.02563 35.18184,-103.02561 35.18094,-102.16256 34.74888,-102.16946"
48119,"33.22672,-95.85535 33.41062,-95.85281 33.46658,-95.85150 33.49054,-95.78412 33.49355,-95.76688 33.49380,-95.74924 33.49336,-95.72501 33.49322,-95.72117 33.48740,-95.62727 33.48556,-95.61470 33.48373,-95.60268 33.47434,-95.55968 33.42481,-95.40062 33.42330,-95.39685 33.42026,-95.38932 33.38301,-95.30180 33.37542,-95.30556 33.36982,-95.31360 33.36689,-95.31982 33.36482,-95.32490 33.22672,-95.85535"
48121,"32.99040,-97.02805 32.99651,-97.38953 33.43422,-97.37994 33.42511,-96.93788 33.42084,-96.83076 33.39716,-96.83061 32.99488,-96.83853 32.99040,-97.02805"
48123,"28.81619,-97.57574 29.00750,-97.75983 29.11783,-97.61864 29.21346,-97.49450 29.28356,-97.39360 29.36606,-97.27039 29.38722,-97.23672 29.30823,-97.16196 29.10966,-96.97985 28.86816,-97.30846 28.81619,-97.57574"
48125,"33.39013,-100.51893 33.39066,-100.68055 33.39201,-101.04504 33.83637,-101.04601 33.84035,-100.52634 33.39013,-100.51893"
48127,"28.20301,-100.11039 28.63820,-100.11252 28.63801,-99.40941 28.63655,-99.39335 28.20364,-99.39232 28.20301,-100.11039"
48129,"34.74683,-100.54482 34.74702,-100.94366 34.74849,-101.08801 35.18170,-101.08741 35.18187,-100.53610 34.74683,-100.54482"
48131,"27.26664,-98.23863 27.27302,-98.53449 27.36083,-98.80782 28.06071,-98.80675 28.06134,-98.33908 28.06064,-98.23866 27.26664,-98.23863"
48133,"32.08205,-98.92393 32.08331,-99.12130 32.51784,-99.11382 32.51786,-99.11107 32.51555,-98.57228 32.51468,-98.46938 32.30303,-98.46903 32.26024,-98.55191 32.17410,-98.73138 32.08205,-98.92393"
48135,"31.65217,-102.76650 31.65316,-102.79990 32.08629,-102.79447 32.08488,-102.29081 31.65334,-102.28984 31.65217,-102.76650"
48137,"29.62188,-100.69097 30.28760,-100.69075 30.28879,-100.12006 30.28630,-99.75883 30.07992,-99.76101 29.62453,-100.01364 29.62188,-100.69097"
48139,"32.06659,-96.93902 32.27568,-97.08502 32.55186,-97.08936 32.55298,-97.02589 32.55124,-96.53557 32.53767,-96.51089 32.53526,-96.50665 32.41193,-96.44033 32.32972,-96.39705 32.08601,-96.89825 32.06659,-96.93902"
48141,"31.39382,-105.99836 31.39450,-106.00538 31.40291,-106.06134 31.40702,-106.07831 31.41047,-106.09039 31.47445,-106.20761 31.81553,-106.59988 31.82205,-106.60616 31.85550,-106.62512 31.90734,-106.63903 31.98370,-106.64493 32.00034,-106.62627 32.00420,-106.61261 32.00153,-106.16151 31.99858,-106.00269 31.47547,-105.96246 31.40862,-105.96398 31.39382,-105.99836"
48143,"31.91783,-98.20404 31.94525,-98.32599 32.26024,-98.55191 32.51468,-98.46938 32.51436,-98.06068 32.09523,-97.86469 32.02165,-98.00500 31.91783,-98.20404"
48145,"30.99783,-97.07856 31.28379,-97.27448 31.37033,-97.11312 31.46342,-96.92860 31.52699,-96.80206 31.22996,-96.59643 31.11300,-96.82906 30.99783,-97.07856"
48147,"33.34042,-96.37498 33.40601,-96.37582 33.73719,-96.37086 33.83325,-96.16070 33.83448,-96.15677 33.88997,-95.94307 33.89029,-95.93918 33.89053,-95.93307 33.84485,-95.85133 33.84155,-95.84819 33.46658,-95.85150 33.41062,-95.85281 33.34042,-96.37498"
48149,"29.63158,-97.14722 29.63258,-97.15034 29.78321,-97.32501 30.05794,-97.03644 30.16438,-96.79959 30.17069,-96.69656 30.14943,-96.65990 30.11076,-96.63823 29.96205,-96.57603 29.65287,-96.86320 29.63662,-96.87982 29.63158,-97.14722"
48151,"32.51532,-100.15065 32.51621,-100.66384 32.95707,-100.65878 32.95842,-100.14870 32.52048,-100.15057 32.51532,-100.15065"
48153,"33.83509,-101.56239 34.30878,-101.56135 34.30954,-101.46847 34.31227,-101.04797 33.83637,-101.04601 33.83509,-101.56239"
48155,"33.73166,-99.46887 33.84108,-100.05971 34.22791,-100.05501 34.23336,-100.04612 34.23791,-100.03501 34.23882,-100.03168 34.23837,-100.02834 34.23746,-100.02501 34.07223,-99.47480 33.73166,-99.46887"
48157,"29.27220,-95.84727 29.27586,-95.87662 29.27789,-95.88174 29.32839,-95.94309 29.33795,-95.95309 29.34364,-95.95805 29.43984,-96.04088 29.48155,-96.06510 29.59989,-96.07980 29.68378,-96.05841 29.73421,-96.04549 29.79556,-95.83417 29.59241,-95.42879 29.58548,-95.42130 29.43809,-95.46872 29.33079,-95.59338 29.30146,-95.63992 29.29934,-95.64422 29.27220,-95.84727"
48159,"32.96716,-95.16853 32.96795,-95.30248 33.38301,-95.30180 33.39117,-95.16922 33.39323,-95.12120 33.39259,-95.11684 33.03674,-95.12789 32.96716,-95.16853"
48161,"31.42024,-96.23421 31.80609,-96.50195 32.01563,-96.04945 32.01185,-96.04585 31.69183,-95.78203 31.62497,-95.78930 31.42024,-96.23421"
48163,"28.63655,-99.39335 28.63801,-99.40941 29.09248,-99.41298 29.09571,-99.37469 29.09209,-98.80874 28.63899,-98.80789 28.63655,-99.39335"
48165,"32.51581,-103.05203 32.95140,-103.05198 32.95425,-102.19511 32.52237,-102.19773 32.51785,-102.19776 32.51778,-102.20556 32.51581,-103.05203"
48167,"29.08352,-95.11790 29.08499,-95.11991 29.08788,-95.12287 29.09072,-95.12479 29.47423,-95.23580 29.56652,-95.21633 29.56948,-95.20536 29.60063,-94.41058 29.60036,-94.38460 29.59784,-94.38004 29.55106,-94.37946 29.08436,-95.11629 29.08352,-95.11790"
48169,"32.95249,-101.17318 32.95650,-101.56034 33.39023,-101.56234 33.39201,-101.04504 32.95513,-101.04146 32.95249,-101.17318"
48171,"30.13759,-98.92246 30.14300,-99.30941 30.28440,-99.31033 30.50668,-99.30740 30.50944,-98.96053 30.50618,-98.58561 30.13981,-98.59349 30.13759,-98.92246"
48173,"31.65178,-101.77174 32.08827,-101.77435 32.09041,-101.69436 32.09101,-101.26656 31.65358,-101.26936 31.65178,-101.77174"
48175,"28.38185,-97.37567 28.39711,-97.44376 28.39857,-97.44733 28.43382,-97.51923 28.53489,-97.70274 28.53958,-97.70728 28.66958,-97.78387 28.92541,-97.42348 28.92525,-97.41673 28.91715,-97.38574 28.86930,-97.23483 28.86688,-97.22971 28.85542,-97.21293 28.84079,-97.19781 28.83750,-97.19480 28.77792,-97.16457 28.77515,-97.16415 28.53850,-97.15578 28.38185,-97.37567"
48177,"29.11783,-97.61864 29.22991,-97.73140 29.36007,-97.86178 29.65030,-97.64169 29.78321,-97.32501 29.64327,-97.13842 29.38722,-97.23672 29.11783,-97.61864"
48179,"35.18170,-101.08741 35.62473,-101.08581 35.62528,-100.54318 35.18187,-100.53610 35.18170,-101.08741"
48181,"33.39716,-96.83061 33.42511,-96.93788 33.94785,-96.93620 33.96177,-96.92957 33.95909,-96.91415 33.91367,-96.65460 33.91151,-96.64307 33.89615,-96.58449 33.78833,-96.41946 33.74039,-96.37082 33.73719,-96.37086 33.40601,-96.37582 33.39716,-96.83061"
48183,"32.35997,-94.60815 32.36966,-94.99044 32.53574,-94.99088 32.65810,-94.76793 32.66558,-94.74234 32.66510,-94.73200 32.65811,-94.70225 32.39875,-94.57269 32.39153,-94.57426 32.38084,-94.57684 32.36871,-94.58092 32.36424,-94.58286 32.36209,-94.58572 32.36097,-94.59070 32.35999,-94.59892 32.35997,-94.60815"
48185,"30.22375,-96.10130 30.22692,-96.10775 30.22982,-96.11184 30.33693,-96.14254 30.62116,-96.17668 30.62620,-96.17698 30.82059,-96.17639 30.83355,-96.17287 30.86910,-95.90861 30.86762,-95.86153 30.75639,-95.84238 30.70120,-95.83455 30.63392,-95.82710 30.35211,-95.80194 30.33610,-95.80223 30.24674,-95.80602 30.22375,-96.10130"
48187,"29.37836,-98.11799 29.38443,-98.12465 29.58658,-98.32046 29.59054,-98.32428 29.59471,-98.32734 29.85661,-97.89421 29.85384,-97.88194 29.84956,-97.87415 29.84719,-97.87000 29.84198,-97.86119 29.83869,-97.85654 29.66174,-97.65162 29.65030,-97.64169 29.38446,-97.84283 29.37836,-98.11799"
48189,"33.83327,-102.08099 34.30828,-102.08594 34.31038,-101.99253 34.30878,-101.56135 33.83509,-101.56239 33.83327,-102.08099"
48191,"34.31401,-100.51898 34.31586,-100.94677 34.74702,-100.94366 34.74683,-100.54482 34.74598,-100.41840 34.31532,-100.42053 34.31401,-100.51898"
48193,"31.42406,-98.25954 31.69127,-98.46097 31.91783,-98.20404 32.02165,-98.00500 31.67898,-97.75948 31.46478,-98.17923 31.42406,-98.25954"
48195,"36.05471,-101.61950 36.49200,-101.62032 36.48802,-101.08967 36.05627,-101.08231 36.05471,-101.61950"
48197,"34.06161,-99.54923 34.06166,-99.56033 34.06261,-99.57252 34.08953,-99.76871 34.09045,-99.77315 34.09136,-99.77592 34.09273,-99.77869 34.22928,-99.99944 34.56232,-99.99609 34.57957,-99.94474 34.58047,-99.94083 34.58047,-99.93581 34.57911,-99.93191 34.40407,-99.50214 34.40178,-99.49825 34.38444,-99.48055 34.07494,-99.47485 34.07223,-99.47480 34.06859,-99.47932 34.06680,-99.48377 34.06161,-99.54923"
48199,"30.09780,-94.42364 30.11556,-94.60832 30.48957,-94.73346 30.52542,-94.54786 30.52282,-94.06342 30.19512,-94.08517 30.19109,-94.08705 30.16239,-94.10268 30.10783,-94.34207 30.09780,-94.42364"
48201,"29.50558,-95.16131 29.58146,-95.50161 29.79556,-95.83417 30.15901,-95.96455 30.16378,-95.55515 30.16869,-95.09515 29.83656,-94.91492 29.83148,-94.91417 29.70007,-94.91909 29.69550,-94.91937 29.59034,-94.99124 29.55927,-95.01411 29.51910,-95.11488 29.51663,-95.12132 29.50570,-95.15396 29.50558,-95.16131"
48203,"32.32801,-94.34931 32.32951,-94.35811 32.39989,-94.65113 32.40377,-94.66555 32.40776,-94.67290 32.42852,-94.70012 32.79551,-94.70454 32.75274,-94.25314 32.73392,-94.14363 32.69263,-94.04549 32.39447,-94.04330 32.32801,-94.34931"
48205,"35.62498,-102.16044 35.62688,-103.02180 36.05946,-103.02358 36.05463,-102.16757 35.62498,-102.16044"
48207,"32.95897,-99.98852 33.39540,-99.98791 33.39917,-99.46782 32.96091,-99.46530 32.95966,-99.60527 32.95897,-99.98852"
48209,"29.75748,-98.00658 30.03910,-98.30251 30.29206,-98.20683 30.34912,-98.17117 30.02226,-97.72756 29.94887,-97.80047 29.85661,-97.89421 29.76303,-97.99780 29.75748,-98.00658"
48211,"35.61881,-100.00000 35.62528,-100.54318 36.05814,-100.54060 36.05755,-99.99715 35.88380,-99.99773 35.61881,-100.00000"
48213,"32.01563,-96.04945 32.34142,-96.43099 32.35606,-96.44717 32.36115,-96.44966 32.36418,-96.44871 32.35800,-95.44862 32.35521,-95.44714 32.34939,-95.44663 32.08406,-95.42979 32.01563,-96.04945"
48215,"26.03498,-98.07664 26.05573,-98.20098 26.07285,-98.25449 26.23234,-98.58157 26.24043,-98.59808 26.24461,-98.59952 26.26045,-98.59997 26.78709,-98.34128 26.78647,-97.99062 26.44725,-97.87389 26.34835,-97.86896 26.06014,-97.86743 26.03498,-98.07664"
48217,"31.72059,-96.93387 31.75408,-97.27633 31.76079,-97.30225 31.76788,-97.31226 31.77440,-97.31797 31.93388,-97.42603 32.02591,-97.48199 32.03377,-97.48661 32.05310,-97.49466 32.13284,-97.49162 32.18952,-97.46355 32.27568,-97.08502 32.08601,-96.89825 31.82459,-96.72173 31.72059,-96.93387"
48219,"33.38308,-102.58756 33.56030,-102.59892 33.74666,-102.60622 33.83036,-102.60569 33.83327,-102.08099 33.38942,-102.07310 33.38308,-102.58756"
48221,"32.23985,-97.94266 32.51436,-98.06068 32.55489,-98.06067 32.55538,-97.63866 32.55540,-97.61730 32.32319,-97.61392 32.23985,-97.94266"
48223,"32.96795,-95.30248 32.96907,-95.66087 32.98681,-95.86081 33.22672,-95.85535 33.22935,-95.85246 33.29307,-95.75183 33.35588,-95.59388 33.38301,-95.30180 32.96795,-95.30248"
48225,"30.93319,-95.62766 30.93515,-95.63793 30.93718,-95.64316 31.09548,-95.76353 31.12329,-95.77789 31.12886,-95.78027 31.13434,-95.77999 31.49760,-95.74274 31.50122,-95.74201 31.50933,-95.73890 31.51381,-95.73651 31.51646,-95.73422 31.54450,-95.65585 31.59999,-95.26704 31.58405,-95.16813 31.57111,-95.14362 31.43890,-94.99932 31.39344,-94.96049 31.38749,-94.96032 31.38422,-94.96245 31.05964,-95.44020 30.93319,-95.62766"
48227,"32.09041,-101.69436 32.51737,-101.69251 32.51738,-101.69001 32.51931,-101.17918 32.09249,-101.17247 32.09101,-101.26656 32.09041,-101.69436"
48229,"30.64133,-104.98693 30.85322,-105.39082 31.17607,-105.77650 31.32297,-105.94049 31.39382,-105.99836 31.47832,-106.00034 31.99858,-106.00269 32.00147,-105.94427 32.00263,-105.30103 32.00143,-105.00311 32.00052,-104.92178 30.98117,-104.90196 30.81509,-104.90210 30.68164,-104.91489 30.64133,-104.98693"
48231,"32.84660,-96.07906 32.85146,-96.29150 33.35307,-96.28642 33.36405,-96.21826 33.39079,-96.01286 33.41062,-95.85281 33.22672,-95.85535 32.98681,-95.86081 32.85243,-95.94296 32.84777,-96.03062 32.84660,-96.07906"
48233,"35.62465,-101.09373 35.62540,-101.62226 36.05471,-101.61950 36.05627,-101.08231 35.62465,-101.09373"
48235,"31.08510,-100.96137 31.08649,-101.27652 31.52852,-101.27169 31.53331,-100.69264 31.08577,-100.68578 31.08510,-100.96137"
48237,"33.00234,-97.91681 33.00290,-98.05194 33.00722,-98.41951 33.39813,-98.41660 33.47046,-98.41570 33.46953,-97.97928 33.43661,-97.91906 33.00234,-97.91681"
48239,"28.67031,-96.39183 28.69293,-96.57484 28.71038,-96.64370 28.72272,-96.65984 28.76781,-96.69780 29.06195,-96.93204 29.22580,-96.71338 29.25441,-96.67357 28.96613,-96.30685 28.67041,-96.32452 28.67031,-96.39183"
48241,"30.24257,-94.10169 31.01404,-94.44582 31.03801,-94.44397 31.13831,-94.03982 31.15915,-93.91777 30.94336,-93.86092 30.24333,-93.89771 30.24257,-94.10169"
48243,"30.40512,-103.79228 30.40606,-103.89622 30.60866,-104.83547 30.64133,-104.98693 30.68164,-104.91489 31.10934,-104.10342 31.10489,-104.09624 30.77075,-103.58566 30.66780,-103.44289 30.40512,-103.79228"
48245,"29.55828,-94.36110 29.89580,-94.45026 30.11002,-94.45168 30.17322,-94.26826 30.18770,-94.20374 30.18485,-94.16742 30.16239,-94.10268 29.97602,-93.86629 29.96924,-93.85992 29.96587,-93.85701 29.67468,-93.83497 29.55828,-94.36110"
48247,"26.78765,-98.43768 26.78862,-98.95982 27.27069,-98.95807 27.36083,-98.80782 27.36589,-98.56079 27.34898,-98.53757 27.06254,-98.43554 26.78765,-98.43768"
48249,"27.26353,-98.06213 27.26664,-98.23863 28.06064,-98.23866 28.05859,-97.89771 28.04164,-97.81860 28.03782,-97.81148 28.03356,-97.80592 28.02705,-97.80249 28.01922,-97.80218 27.99931,-97.80589 27.26353,-98.06213"
48251,"32.14342,-97.51673 32.14447,-97.52266 32.15443,-97.56133 32.17926,-97.59253 32.18343,-97.59565 32.21012,-97.61350 32.55540,-97.61730 32.55650,-97.59672 32.55676,-97.54543 32.55186,-97.08936 32.27568,-97.08502 32.14416,-97.50859 32.14342,-97.51673"
48253,"32.51532,-100.15065 32.95842,-100.14870 32.95897,-99.98852 32.95966,-99.60527 32.51857,-99.61448 32.51532,-100.15065"
48255,"28.66762,-97.78784 28.66805,-97.83141 28.68682,-98.00709 28.78542,-98.10086 28.88194,-98.18658 29.22991,-97.73140 29.11783,-97.61864 28.81619,-97.57574 28.66958,-97.78387 28.66762,-97.78784"
48257,"32.36041,-96.07256 32.36418,-96.44871 32.48046,-96.50362 32.55124,-96.53557 32.82264,-96.51938 32.85151,-96.29356 32.85146,-96.29150 32.84660,-96.07906 32.36041,-96.07256"
48259,"29.71859,-98.78923 29.79106,-98.92960 30.13759,-98.92246 30.13981,-98.59349 29.94790,-98.41870 29.75134,-98.65211 29.72990,-98.71792 29.72288,-98.74377 29.71859,-98.78923"
48261,"26.59741,-97.86638 26.61699,-97.99151 26.78647,-97.99062 27.21458,-97.98470 27.23475,-97.96206 27.23880,-97.95686 27.28943,-97.79281 27.28477,-97.37637 27.28388,-97.35942 26.60114,-97.29594 26.59773,-97.79295 26.59741,-97.86638"
48263,"32.95513,-101.04146 33.39201,-101.04504 33.39592,-100.84663 33.39613,-100.81694 33.39603,-100.76526 33.39013,-100.51893 32.95732,-100.52265 32.95513,-101.04146"
48265,"29.79106,-98.92960 29.92019,-99.68967 30.07992,-99.76101 30.28630,-99.75883 30.28770,-99.55765 30.28795,-99.51004 30.28440,-99.31033 30.13759,-98.92246 29.79106,-98.92960"
48267,"30.28440,-99.31033 30.28630,-99.75883 30.28879,-100.12006 30.71133,-100.11749 30.71750,-99.48320 30.50668,-99.30740 30.28440,-99.31033"
48269,"33.39013,-100.51893 33.84035,-100.52634 33.84293,-100.32233 33.84246,-100.00166 33.83246,-99.99945 33.39540,-99.98791 33.39013,-100.51893"
48271,"29.08007,-100.66877 29.16362,-100.76582 29.16681,-100.76897 29.17137,-100.77215 29.23174,-100.79568 29.23770,-100.79678 29.24250,-100.79699 29.62188,-100.69097 29.62630,-100.11543 29.33136,-100.11275 29.08897,-100.11469 29.08007,-100.66877"
48273,"27.21458,-97.98470 27.26353,-98.06213 27.63774,-98.06236 27.64066,-97.94799 27.58421,-97.24181 27.57596,-97.22311 27.28388,-97.35942 27.21458,-97.98470"
48275,"33.39540,-99.98791 33.83246,-99.99945 33.83326,-99.83858 33.82477,-99.68935 33.82431,-99.68548 33.81784,-99.65013 33.79611,-99.54745 33.78465,-99.52376 33.76770,-99.49403 33.76405,-99.49075 33.73166,-99.46887 33.39917,-99.46782 33.39540,-99.98791"
48277,"33.38298,-95.31226 33.38372,-95.31937 33.46658,-95.85150 33.84155,-95.84819 33.89960,-95.75483 33.90173,-95.75083 33.90340,-95.74686 33.94455,-95.60607 33.94426,-95.59834 33.94291,-95.58677 33.89687,-95.33015 33.89578,-95.32578 33.89320,-95.31818 33.88665,-95.30251 33.38301,-95.30180 33.38298,-95.31226"
48279,"33.83036,-102.60569 34.30817,-102.60948 34.30874,-102.52159 34.30828,-102.08594 33.83327,-102.08099 33.83036,-102.60569"
48281,"31.03166,-98.43662 31.05565,-98.47439 31.10295,-98.52693 31.12423,-98.54685 31.19895,-98.56851 31.20672,-98.56892 31.23529,-98.56595 31.42406,-98.25954 31.46478,-98.17923 31.07368,-97.90811 31.04269,-97.91265 31.03166,-98.43662"
